left.302,476,623,233,545,633
left.311,457,619,219,536,623
left.299,467,618,229,530,630
left.300,477,618,231,560,629
left.313,455,614,214,547,614
left.305,452,608,210,531,611
left.284,453,586,218,524,606
left.283,453,578,211,531,597
left.311,457,617,221,537,621
left.306,456,608,210,526,609
left.290,451,602,219,520,614
left.280,450,576,210,531,596
left.312,455,617,221,540,623
left.305,458,605,209,529,608
left.305,456,613,221,540,620
left.280,450,575,205,531,590
left.289,462,585,210,544,602
left.312,456,613,215,554,617
left.299,450,598,202,528,600
left.296,449,601,211,520,609
left.310,473,619,227,536,629
left.315,456,619,219,556,623
left.306,452,610,211,530,614
left.294,449,605,218,522,619
left.313,488,646,251,539,660
left.342,456,654,232,579,648
left.333,453,662,235,540,657
left.314,468,694,282,577,715
left.418,473,753,294,643,738
left.391,451,755,252,605,715
left.327,461,756,357,522,829
left.483,476,873,288,652,817
left.297,449,755,267,570,679
left.302,477,748,383,533,899
left.559,487,894,259,672,806
left.304,445,819,241,599,711
left.410,457,864,335,666,885
left.569,480,901,240,681,792
left.298,449,781,260,572,703
left.342,477,810,364,649,901
left.579,543,881,274,691,802
left.462,578,877,406,634,882
left.401,486,898,340,606,887
left.392,528,871,421,616,911
left.490,501,922,252,657,814
left.475,482,914,251,651,832
left.331,506,846,422,560,914
left.525,490,848,197,594,622
left.324,488,760,455,533,903
left.281,450,586,450,524,689
left.529,465,897,237,662,767
left.485,477,855,201,609,657
left.287,456,617,404,531,814
left.295,476,705,413,525,877
left.478,466,858,206,618,671
left.289,456,675,391,532,877
left.284,455,603,470,534,829
left.505,470,883,257,657,791
left.369,451,866,294,624,833
left.284,454,606,441,524,824
left.407,503,874,359,632,856
left.492,464,875,218,640,736
left.289,460,644,368,535,852
left.290,474,672,441,525,889
left.521,463,882,230,653,754
left.344,446,859,271,557,825
left.283,459,620,437,527,884
left.426,486,900,295,648,846
left.389,454,784,209,581,670
left.306,449,699,256,521,704
left.330,509,728,305,592,740
left.411,493,750,275,613,723
left.356,470,686,250,561,676
left.324,488,657,248,551,659
left.329,454,638,225,563,633
left.315,451,621,220,538,623
left.311,467,615,221,534,621
left.306,454,606,214,534,611
left.309,469,612,220,531,619
left.308,459,609,216,528,615
left.305,452,607,214,530,614
left.322,478,634,235,537,641
left.331,467,655,247,554,660
left.323,459,636,229,541,635
left.332,456,647,235,541,647
left.383,494,724,288,619,724
left.389,497,777,324,645,773
left.368,472,711,266,564,700
left.355,469,695,259,555,688
left.369,526,792,338,607,794
left.324,478,852,378,573,908
left.353,464,798,309,538,783
left.346,458,716,260,523,703
left.373,465,768,284,546,749
left.346,471,879,356,647,909
left.292,450,874,271,618,886
left.330,448,758,276,528,742
left.350,459,715,260,526,702
left.375,494,808,329,586,799
left.305,483,724,431,625,937
left.342,450,829,311,572,814
left.343,455,698,246,525,682
left.363,468,707,255,533,691
left.396,544,823,356,677,817
left.297,480,701,441,552,939
left.343,457,790,330,523,802
left.349,465,706,262,545,697
left.392,480,742,284,606,729
left.392,580,839,419,702,879
left.337,455,870,341,634,880
left.348,449,732,247,557,705
left.350,454,713,227,580,680
left.477,505,860,311,639,817
left.302,474,708,436,575,950
left.304,446,828,293,562,828
left.343,447,730,262,535,713
left.394,459,778,278,576,749
left.371,515,862,381,648,869
left.311,455,815,326,554,832
left.335,453,685,245,524,674
left.307,452,619,218,539,622
left.300,453,604,212,538,609
left.300,454,603,212,538,608
left.303,451,605,214,529,610
left.301,452,602,212,529,609
left.301,456,601,213,532,610
right.323,501,612,214,561,617
right.292,469,589,213,549,608
right.332,515,619,217,573,625
right.304,464,581,196,529,592
right.350,544,627,225,595,638
right.381,626,656,266,669,651
right.352,667,623,275,710,638
right.443,692,610,257,707,691
right.289,608,598,294,796,598
right.501,800,657,296,796,743
right.324,700,673,384,848,699
right.438,824,672,297,824,735
right.364,745,743,383,857,712
right.303,603,652,442,862,678
right.437,834,629,292,830,718
right.298,587,648,403,866,712
right.345,787,651,309,862,685
right.461,794,636,286,794,688
right.331,709,659,325,804,667
right.496,809,617,261,793,681
right.326,721,731,365,813,729
right.481,718,741,334,749,744
right.433,637,714,292,684,715
right.388,636,695,317,700,709
right.367,551,651,233,594,648
right.324,492,616,211,553,619
right.390,597,679,279,654,689
right.310,713,693,349,794,693
right.420,628,686,259,657,682
right.437,673,701,289,709,706
right.283,547,592,336,866,610
right.455,716,620,278,727,703
right.422,633,636,244,654,674
right.364,825,685,307,846,667
right.323,818,631,275,816,660
right.467,723,623,220,702,676
right.375,846,584,254,860,636
right.354,842,637,280,851,677
right.454,696,623,242,694,670
right.465,722,603,245,717,675
right.402,823,681,293,848,682
right.472,728,628,256,722,696
right.394,605,596,232,632,655
right.425,644,674,253,666,680
right.463,769,705,309,788,723
right.475,705,702,270,712,702
right.379,581,644,239,624,655
right.388,594,662,247,632,663
right.473,725,727,322,760,730
right.398,732,716,325,771,711
right.395,610,662,250,644,667
right.378,580,644,237,622,655
right.480,728,680,285,739,715
right.301,772,640,289,815,668
right.449,694,600,258,703,687
right.405,613,643,236,640,662
right.486,710,722,277,719,713
right.430,782,649,292,797,701
right.426,643,691,274,677,689
right.341,531,629,234,589,637
right.311,494,606,221,563,619
right.318,495,609,215,558,617
right.312,481,602,203,541,606
right.296,473,592,213,548,607
right.311,485,602,209,551,610
right.301,481,598,215,554,613
right.313,486,604,210,551,612
right.310,489,604,215,555,614
right.310,484,602,209,547,608
right.321,498,610,213,559,618
right.309,499,608,225,569,624
right.328,501,614,208,555,616
right.337,531,627,232,588,636
right.287,465,585,220,552,608
right.335,520,622,220,574,628
right.315,497,611,223,565,623
right.328,519,623,233,583,635
right.349,536,632,225,586,634
right.337,524,625,223,579,630
right.354,543,634,223,590,636
right.339,524,628,227,582,634
right.353,548,636,231,600,641
right.351,543,635,228,593,638
right.357,556,640,235,605,645
right.360,558,643,237,608,649
right.379,584,659,250,630,664
right.436,670,691,273,693,692
right.457,707,645,269,717,693
right.419,669,636,268,695,682
right.418,734,614,263,741,641
right.482,818,628,266,801,709
right.489,825,634,251,799,685
right.401,722,612,275,738,643
right.302,658,653,277,704,672
right.438,694,620,276,716,697
right.422,712,675,285,736,665
right.425,691,692,295,725,695
right.421,692,688,285,717,671
right.408,647,683,283,689,690
right.393,621,669,268,661,674
right.390,603,645,248,640,665
right.412,632,640,244,654,668
right.388,686,689,301,724,680
right.451,712,707,306,744,713
right.454,707,708,301,738,715
right.327,736,664,307,777,687
right.450,762,686,313,787,722
right.375,765,717,333,801,717
right.367,782,714,322,810,676
right.499,790,644,300,796,731
right.325,756,658,329,812,701
right.318,750,675,328,804,691
right.313,743,672,327,805,670
right.313,726,644,332,799,686
right.481,769,629,289,777,719
right.306,747,664,305,788,673
right.410,732,616,268,742,639
right.378,651,587,235,680,628
right.298,563,568,207,588,587
right.294,547,570,208,576,586
right.343,577,572,213,603,609
right.394,650,578,227,671,631
right.292,684,579,246,731,627
right.474,739,666,297,757,720
right.407,697,722,363,753,738
right.464,666,736,327,711,735
right.429,620,705,285,662,702
right.390,593,669,259,635,671
right.344,541,626,234,599,640
right.333,526,583,226,588,614
right.325,518,603,225,579,605
right.321,508,610,222,570,621
right.338,530,611,222,581,622
right.349,561,638,246,618,629
right.368,640,638,266,683,648
right.440,706,625,273,724,693
right.309,757,620,290,785,679
right.369,803,629,277,806,637
right.424,780,640,305,798,717
right.324,704,688,306,745,655
right.379,609,641,260,656,661
right.339,547,616,234,603,601
right.321,514,581,213,571,604
right.313,503,582,209,561,610
right.315,501,579,210,560,611
right.314,501,574,207,557,602
-
